hasil_stemming,dominant_emotion
"['identitas', 'bongkar', 'ingin', 'kaburajadulu', 'peluk']",sadness
"['baru', 'ingin', 'kaburajadulu']",sadness
"['beliau', 'ingin', 'kaburajadulu']",sadness
"['identitas', 'bongkar', 'ingin', 'kaburajadulu', 'peluk']",sadness
"['warga', 'ingin', 'kaburajadulu', 'nih', 'ada', 'bahan', 'buat', 'ngegoreng', 'perintah', 'tolol', 'tolol']",sadness
"['tidak', 'semua', 'orang', 'ikut', 'kaburajadulu', 'kenal', 'sisi', 'gelap', 'kerja', 'luar', 'negri', 'cmvn']",sadness
"['ingin', 'nyusul', 'kaburajadulu', 'baru', 'lulus', 'aka', 'anggur', 'birojomblo', 'httpstcopu', 'uz', 'dalm']",sadness
"['tidak bisa', 'kaburajadulu']",sadness
"['ingin', 'kaburajadulu', 'vietnam', 'dik']",sadness
"['kasih', 'tahu', 'manfaat', 'tidak', 'punya', 'kendaraanrumah', 'pribadi', 'tidak', 'susah', 'bayar', 'parkir', 'exonerating', 'tidak', 'takut', 'kendara', 'curi', 'tidak', 'perlu', 'waswas', 'mafia', 'tanah', 'mati', 'iya', 'mati', 'tidak', 'ada', 'drama', 'waris', 'ingin', 'kaburajadulu', 'tidak', 'ada', 'harta', 'nyangkut', 'indonesia']",sadness
"['asli', 'kampung', 'obrol', 'masalah', 'negara', 'demo', 'kaburajadulu', 'gelap', 'sudah']",sadness
"['mohon', 'ingin', 'beli', 'emas', 'batang', 'beli', 'antam', 'dia', 'aku', 'internasional', 'casee', 'iya', 'kamu', 'ingin', 'kaburajadulu', 'negara', 'hilang', 'kamu', 'bisa', 'jual', 'mana', 'memang', 'aku', 'internasional', 'mar', 'nasional', 'mohon', 'beli', 'antam', 'low', 'risk']",sadness
"['ingin', 'kaburajadulu', 'hari']",sadness
"['sodara', 'ingin', 'kaburajadulu', 'jepang', 'gila', 'ingin', 'jadi', 'tki', 'dia', 'sama', 'pacar', 'wkwkwwk']",sadness
"['ingin', 'ada', 'ingin', 'kaburajadulu']",sadness
"['iya', 'tuhan', 'ingin', 'kaburajadulu', 'duit', 'mane']",sadness
"['asli', 'ingin', 'mana', 'orangorang', 'kaburajadulu']",sadness
"['mending', 'bimbel', 'lpk', 'sekali', 'investasi', 'case', 'ingin', 'kaburajadulu', 'lol']",sadness
"['ingin', 'kaburajadulu', 'httpstcozto', 'hpo']",sadness
"['tahun', 'telah', 'had', 'my', 'interview', 'with', 'my', 'current', 'boss', 'sempat', 'datang', 'galau', 'sedih', 'ingin', 'kaburajadulu', 'nyata', 'belum', 'waktu', 'patah', 'hati', 'etc', 'siapa', 'tahu', 'bulan', 'sejak', 'interview', 'semua', 'galauin', 'ingin', 'kabul', 'cara', 'tidak', 'sangka', 'ci', 'tlrk']",sadness
"['marak', 'phk', 'mana', 'mana', 'cari', 'kerja', 'susah', 'bbm', 'oplos', 'pajak', 'besar', 'tidak', 'jelas', 'guna', 'kaburajadulu', 'httpstcocyidasarhz']",sadness
"['orang', 'indonesia', 'ingin', 'kaburajadulu']",sadness
"['kerja', 'kantor', 'sudah', 'rasa', 'kerja', 'keras', 'lelah', 'jam', 'hari', 'sudah', 'rasa', 'saat', 'april', 'kita', 'rasa', 'kaburajadulu']",sadness
"['jadi', 'makin', 'ingin', 'kaburajadulu', 'lapor', 'polisi', 'cepat', 'pajak', 'guna', 'sejahtera', 'tidak', 'ketemu']",sadness
"['lewat', 'baca', 'kamu', 'demo', 'kamu', 'tahu', 'diri', 'tidak', 'semua', 'ikut', 'demo', 'miskin', 'well', 'black', 'list', 'bisa', 'minta', 'orang', 'tua', 'buat', 'kaburajadulu', 'jadi', 'ngerasa', 'biasabiasa', 'sudah', 'kerja', 'sudah', 'baikbaik', 'tempat']",sadness
"['aseek', 'tidak bisa', 'ikut', 'kaburajadulu']",sadness
"['marak', 'phk', 'mana', 'mana', 'cari', 'kerja', 'susah', 'bbm', 'oplos', 'pajak', 'besar', 'tidak', 'jelas', 'guna', 'kaburajadulu', 'httpstcocyidasarhz']",sadness
"['iya', 'tuhann', 'negara', 'kenapaa', 'rusak', 'begini', 'saham', 'bank', 'kelar', 'ingin', 'cabut', 'aja', 'la', 'kaburajadulu', 'httpstcok', 'mvsiqxcy']",sadness
"['mengapa', 'sayang', 'tidak', 'dibanyakin', 'ingin', 'kaburajadulu', 'kita', 'sayang']",sadness
"['benar', 'gila', 'aturrlahh', 'masa', 'orang', 'pintar', 'malah', 'dianggurin', 'makanya', 'orang', 'pi', 'ter', 'tidak', 'ingin', 'indonesia', 'bahkan', 'kaburajadulu']",sadness
"['orang', 'medan', 'susah', 'kerja', 'bikin', 'warung', 'kamboja', 'kaburajadulu', 'httpstcoxohsmj']",sadness
"['point', 'aku', 'casual', 'listener', 'group', 'cukup', 'sedih', 'lihat', 'fans', 'meanwhile', 'aku', 'sering', 'nonton', 'yaah', 'aint', 'live', 'kaburajadulu', 'protes', 'banyak', 'wajar', 'kita', 'punya', 'hak', 'sbg', 'fans', 'misal', 'tidak', 'ingin', 'dukung', 'hiatus', 'keluar', 'tidak', 'salah']",sadness
"['tidak', 'papa', 'aku', 'malah', 'ingin', 'kaburajadulu', 'bisa', 'rubah', 'nasib']",sadness
"['ingin', 'kaburajadulu', 'dunia', 'meni', 'kuroo', 'tetsuroo', 'httpstcomsia', 'ufll']",sadness
"['sudah', 'ada', 'trip', 'tahun', 'kaburajadulu', 'bsd', 'sbg', 'minoritas', 'tidak', 'daya', 'ingin', 'lapor', 'takud']",sadness
"['kamuu', 'sama', 'syameng', 'tidak', 'indonesia', 'ingin', 'kaburajadulu', 'sadly', 'engga', 'kita', 'masih', 'negara', 'gelap', 'sedih', 'indonesiagelap', 'monokotil', 'httpstcooyngupxqcd', 'httpstcotydutlkdks']",sadness
"['selamat', 'ulang', 'tahun', 'caca', 'ibu', 'akhir', 'kurang', 'tahun', 'batas', 'usia', 'bisa', 'kaburajadulu', 'may', 'kamu', 'grow', 'well', 'like', 'bright', 'sunflower']",sadness
"['kamu', 'dengar', 'meski', 'macet', 'tidak', 'suara', 'klakson', 'ini', 'salah', 'alas', 'ngebet', 'sangat', 'ingin', 'kaburajadulu', 'bangkok', 'doain', 'tahun', 'kelar', 'semua', 'bisa', 'usaha', 'lebih', 'negara', 'yhh', 'httpstcoke', 'pcztvk']",sadness
"['buat', 'ingin', 'kaburajadulu', 'utas', 'bawah', 'bagus', 'introspeksi', 'diri', 'present', 'company', 'included']",sadness
"['ingin', 'kaburajadulu', 'lama']",sadness
"['negara', 'batas', 'gera', 'warga', 'kamboja', 'kita', 'malah', 'memperomosikan', 'kaburajadulu', 'kamboja', 'mana', 'poipet', 'pulak']",sadness
"['orang', 'indonesia', 'ingin', 'kaburajadulu']",sadness
"['yaudah', 'berangkat', 'kamboja', 'sana', 'kamu', 'pemuda', 'ingin', 'kaburajadulu']",sadness
"['identitas', 'bongkar', 'ingin', 'kaburajadulu', 'peluk']",sadness
"['gen', 'sejak', 'kuliah', 'cuma', 'lihat', 'masa', 'depan', 'makin', 'lama', 'makin', 'suram', 'putus', 'kaburajadulu', 'childfree', 'doom', 'spending', 'httpstcoggjov']",sadness
"['kaburajadulu', 'kaya', 'ingin', 'jepang', 'sudah', 'bisa', 'koleksi', 'sulipan', 'rare']",sadness
"['tempo', 'telah', 'klean', 'dukung', 'kaburajadulu', 'neh', 'ingin', 'as', 'jepang', 'jerman', 'norwegia', 'denmark', 'semua', 'punya', 'masalah', 'sendiri', 'indonesia', 'masalah', 'cuma', 'ubah', 'perintah', 'baik', 'sdm', 'lebih', 'mah', 'kita', 'mantep', 'kemarin', 'ada', 'post', 'luar negeri', 'pajak', 'rasa']",sadness
"['benar', 'gila', 'aturrlahh', 'masa', 'orang', 'pintar', 'malah', 'dianggurin', 'makanya', 'orang', 'pi', 'ter', 'tidak', 'ingin', 'indonesia', 'bahkan', 'kaburajadulu']",sadness
"['iya', 'pokok', 'kaburajadulu', 'negeri', 'asal', 'gerald', 'aman', 'tentram', 'sangat', 'ketemu', 'heartliming', 'skip', 'aku', 'yakin', 'fadlan', 'auto', 'kecewa', 'jadi', 'wni', 'begini', 'susah', 'kita', 'perlu', 'pasu', 'mataram', 'buat', 'guling', 'rezim', 'sampah', 'bilangin', 'iya']",sadness
"['selamat', 'ulang', 'tahun', 'caca', 'ibu', 'akhir', 'kurang', 'tahun', 'batas', 'usia', 'bisa', 'kaburajadulu', 'may', 'kamu', 'grow', 'well', 'like', 'bright', 'sunflower']",sadness
"['listofchinesediasporapeople', 'gt', 'kondisi', 'sekarang', 'tidak', 'bisa', 'dipungkiri', 'isu', 'ras', 'masih', 'suka', 'muncul', 'tidak', 'jarang', 'picu', 'iya', 'tionghoaperanakan', 'sendiri', 'misal', 'tagar', 'tidr', 'crazyrich', 'tagar', 'kaburajadulu', 'nd', 'bjib']",sadness
"['wowlebih', 'jtbulan', 'cicil', 'ingin', 'demo', 'tidak', 'gubris', 'kaburajadulu', 'bagaimana', 'nih', 'sudah', 'enak', 'indonesia', 'masih', 'ada', 'kontra', 'rbbulan', 'buat', 'rumah', 'pinggir', 'bisa', 'bersyukurajadulu']",sadness
"['liat', 'sangat', 'ingin', 'kaburajadulu']",sadness
"['pasu', 'kaburajadulu']",sadness
"['upaya', 'tekan', 'kaburajadulu', 'alih', 'isu', 'tolakruutni']",sadness
"['orang', 'indonesia', 'ingin', 'kaburajadulu']",sadness
"['ingat', 'sekarang', 'ingin', 'apa', 'rumah', 'pik', 'mobil', 'ferari', 'deposito', 'juta', 'rp', 'kaburajadulu']",sadness
"['anakanak', 'abah', 'ada', 'berita', 'bagus', 'kaburajadulu', 'silahkan', 'unduh', 'berita', 'silahkan', 'lho', 'jangan', 'malumalu', 'ingin', 'pindah', 'keluar', 'indonesia', 'kecewa', 'prabowogibran', 'ada', 'informasi', 'jihad', 'siapa', 'tahu', 'ingin', 'ramairamai', 'bantu', 'mui']",sadness
"['kasih', 'tahu', 'manfaat', 'tidak', 'punya', 'kendaraanrumah', 'pribadi', 'tidak', 'susah', 'bayar', 'parkir', 'exonerating', 'tidak', 'takut', 'kendara', 'curi', 'tidak', 'perlu', 'waswas', 'mafia', 'tanah', 'mati', 'iya', 'mati', 'tidak', 'ada', 'drama', 'waris', 'ingin', 'kaburajadulu', 'tidak', 'ada', 'harta', 'nyangkut', 'indonesia']",sadness
"['aku', 'tahu', 'indonesia', 'sudah', 'ingin', 'hancur', 'presiden', 'jangan', 'negara', 'hancursedih', 'sangat', 'sudah', 'bangga', 'sangat', 'jadi', 'orang', 'sini', 'jangan', 'aku', 'ngikutin', 'kaburajadulu', 'tolakruutni', 'tolakruukejaksaan', 'tolakkembalinyaorba']",sadness
"['emang', 'bian', 'ingin', 'kaburajadulu']",sadness
"['sila', 'ingin', 'kaburajadulu', 'no']",sadness
"['tembus', 'interview', 'susah', 'dapet', 'offering', 'letter', 'lebih', 'susah', 'makin', 'sini', 'makin', 'yakin', 'buat', 'kaburajadulu']",sadness
"['sial', 'kemarin', 'lamar', 'lamar', 'keluar', 'dia', 'tidak', 'ingin', 'kasih', 'visa', 'jadi', 'gagal', 'kaburajadulu', 'paksa', 'jadi', 'wni']",sadness
"['makin', 'ingin', 'kaburajadulu']",sadness
"['bilang', 'indonesia', 'gelap', 'kaburajadulu']",sadness
"['siapa', 'ingin', 'ikut', 'aku', 'kaburajadulu', 'clue', 'httpstcocps', 'odd']",sadness
"['ingin', 'kaburajadulu', 'luar', 'negeri', 'kyknya', 'susah', 'cari', 'bawang', 'goreng', 'bimbang', 'sedikit']",sadness
"['bagaimana', 'iya', 'ingin', 'kaburajadulu', 'tidak', 'diijinin', 'nyokap', 'takut', 'amit', 'jadi', 'kaya', 'kamboja']",sadness
"['bestienya', 'sudah', 'kaburajadulu', 'ketawa', 'ada', 'ingin', 'tuju']",sadness
"['kaya', 'kita', 'bisa', 'pilih', 'ingin', 'bawah', 'perintah', 'siapa', 'kaburajadulu', 'gakusahbalik']",sadness
"['sudah', 'ada', 'trip', 'tahun', 'kaburajadulu', 'bsd', 'sbg', 'minoritas', 'tidak', 'daya', 'ingin', 'lapor', 'takud']",sadness
"['ingin', 'ada', 'ingin', 'kaburajadulu']",sadness
"['elo', 'ah', 'ingin', 'kaburajadulu']",sadness
"['listofchinesediasporapeople', 'gt', 'kondisi', 'sekarang', 'tidak', 'bisa', 'dipungkiri', 'isu', 'ras', 'masih', 'suka', 'muncul', 'tidak', 'jarang', 'picu', 'iya', 'tionghoaperanakan', 'sendiri', 'misal', 'tagar', 'tidr', 'crazyrich', 'tagar', 'kaburajadulu', 'nd', 'bjib']",sadness
"['jam', 'fleksibel', 'materi', 'bisa', 'diskusi', 'sesuai', 'butuh', 'harga', 'negotiable', 'sangat', 'siapa', 'tahu', 'ingin', 'kaburajadulu', 'bahasa', 'inggris', 'masih', 'belum', 'fluent', 'do', 'slide', 'into', 'my', 'dms', 'further', 'details']",sadness
"['jangan', 'jerman', 'ingin', 'kaya', 'raya', 'kerjakejerman', 'kaburajadulu', 'tzurwdi']",sadness
"['kemarin', 'bacot', 'ngebully', 'kaburajadulu', 'mana', 'nih', 'ada', 'wni', 'jadi', 'warga', 'negara', 'jadi', 'bandar', 'diam']",sadness
"['kaburajadulu', 'kaya', 'ingin', 'jepang', 'sudah', 'bisa', 'koleksi', 'sulipan', 'rare']",sadness
"['takut', 'sangat', 'suatu', 'saat', 'tinggal', 'orang', 'tua', 'ingin', 'kaburajadulu', 'harus', 'mikir', 'sangat', 'tidak', 'ingin', 'jauh', 'tinggal', 'rumah', 'enak', 'sangat']",sadness
"['ingin', 'lihat', 'asal', 'propaganda', 'coba', 'lihat', 'kira', 'siapa', 'paling', 'untung', 'ada', 'kondisi', 'cipta', 'masyarakat', 'siapa', 'paling', 'senang', 'negara', 'kita', 'pecah', 'belah', 'nasionalisme', 'mulai', 'turun', 'tagar', 'kaburajadulu', 'mengapaakuwni']",sadness
"['bestienya', 'sudah', 'kaburajadulu', 'ketawa', 'ada', 'ingin', 'tuju']",sadness
"['kaburajadulu', 'versi', 'kamboja', 'indonesia', 'gelap']",sadness
"['padahal', 'salah', 'ingin', 'realisasi', 'tagar', 'kaburajadulu']",sadness
"['dulu', 'underestimating', 'sekarang', 'ingin', 'kaburajadulu', 'malaysia', 'minimal']",sadness
"['sila', 'ingin', 'kaburajadulu', 'no']",sadness
"['negara', 'batas', 'gera', 'warga', 'kamboja', 'kita', 'malah', 'memperomosikan', 'kaburajadulu', 'kamboja', 'mana', 'poipet', 'pulak']",sadness
"['kamuu', 'sama', 'syameng', 'tidak', 'indonesia', 'ingin', 'kaburajadulu', 'sadly', 'engga', 'kita', 'masih', 'negara', 'gelap', 'sedih', 'indonesiagelap', 'monokotil', 'httpstcooyngupxqcd', 'httpstcotydutlkdks']",sadness
"['listofchinesediasporapeople', 'gt', 'kondisi', 'sekarang', 'tidak', 'bisa', 'dipungkiri', 'isu', 'ras', 'masih', 'suka', 'muncul', 'tidak', 'jarang', 'picu', 'iya', 'tionghoaperanakan', 'sendiri', 'misal', 'tagar', 'tidr', 'crazyrich', 'tagar', 'kaburajadulu', 'nd', 'bjib']",sadness
"['pajak', 'naikin', 'rakyat', 'auto', 'kaburajadulu']",sadness
"['aku', 'minat', 'sangat', 'one', 'way', 'ticket', 'new', 'york', 'soal', 'ingin', 'kaburajadulu']",sadness
"['ingin', 'lihat', 'asal', 'propaganda', 'coba', 'lihat', 'kira', 'siapa', 'paling', 'untung', 'ada', 'kondisi', 'cipta', 'masyarakat', 'siapa', 'paling', 'senang', 'negara', 'kita', 'pecah', 'belah', 'nasionalisme', 'mulai', 'turun', 'tagar', 'kaburajadulu', 'mengapaakuwni']",sadness
"['selamat', 'ulang', 'tahun', 'caca', 'ibu', 'akhir', 'kurang', 'tahun', 'batas', 'usia', 'bisa', 'kaburajadulu', 'may', 'kamu', 'grow', 'well', 'like', 'bright', 'sunflower']",sadness
"['kamu', 'tahu', 'bagaimana', 'buruk', 'things', 'really', 'are', 'ingin', 'kaburajadulu', 'negara', 'pegang', 'zionis', 'yurop', 'gerak', 'kanan', 'isi', 'lobi', 'zionis', 'negara', 'arab', 'ingin', 'hidup', 'negara', 'arab', 'afrika', 'amerika', 'selatan', 'eksploitasi', 'malah', 'lebih', 'buruk', 'lebih baik', 'kita']",sadness
"['ingin', 'kaburajadulu', 'httpstcozto', 'hpo']",sadness
"['iya', 'tuhan', 'ingin', 'kaburajadulu', 'duit', 'mane']",sadness
"['benar', 'gila', 'aturrlahh', 'masa', 'orang', 'pintar', 'malah', 'dianggurin', 'makanya', 'orang', 'pi', 'ter', 'tidak', 'ingin', 'indonesia', 'bahkan', 'kaburajadulu']",sadness
"['rasa', 'ingin', 'kaburajadulu']",sadness
"['tidak', 'expect', 'koper', 'sudah', 'datang', 'gede', 'kaya', 'ingin', 'kaburajadulu']",sadness
"['asli', 'miris', 'baca', 'sebenernya', 'ingin', 'buat', 'kaburajadulu', 'lebih', 'besar', 'ingin', 'buat', 'nyelametin', 'negara', 'negara', 'selovable', 'indah', 'potensial', 'jelek', 'tangan', 'manusia', 'dzolim']",sadness
"['upaya', 'tekan', 'kaburajadulu', 'alih', 'isu', 'tolakruutni']",sadness
"['tahun', 'telah', 'had', 'my', 'interview', 'with', 'my', 'current', 'boss', 'sempat', 'datang', 'galau', 'sedih', 'ingin', 'kaburajadulu', 'nyata', 'belum', 'waktu', 'patah', 'hati', 'etc', 'siapa', 'tahu', 'bulan', 'sejak', 'interview', 'semua', 'galauin', 'ingin', 'kabul', 'cara', 'tidak', 'sangka', 'ci', 'tlrk']",sadness
"['ngapain', 'kaburajadulu', 'orang', 'luar', 'negeri', 'ingin', 'tinggal', 'indonesia']",sadness
"['ingin', 'kaburajadulu', 'vietnam', 'dik']",sadness
"['kerja', 'kantor', 'sudah', 'rasa', 'kerja', 'keras', 'lelah', 'jam', 'hari', 'sudah', 'rasa', 'saat', 'april', 'kita', 'rasa', 'kaburajadulu']",sadness
"['rasa', 'ingin', 'kaburajadulu', 'tidak']",sadness
"['iya', 'tuhann', 'negara', 'kenapaa', 'rusak', 'begini', 'saham', 'bank', 'kelar', 'ingin', 'cabut', 'aja', 'la', 'kaburajadulu', 'httpstcok', 'mvsiqxcy']",sadness
"['iya', 'pokok', 'kaburajadulu', 'negeri', 'asal', 'gerald', 'aman', 'tentram', 'sangat', 'ketemu', 'heartliming', 'skip', 'aku', 'yakin', 'fadlan', 'auto', 'kecewa', 'jadi', 'wni', 'begini', 'susah', 'kita', 'perlu', 'pasu', 'mataram', 'buat', 'guling', 'rezim', 'sampah', 'bilangin', 'iya']",sadness
"['jawir', 'batas', 'iq', 'memang', 'la', 'tidak', 'faham', 'sdm', 'rendah', 'rupiah', 'jatuh', 'kaburajadulu', 'malaysia', 'belum', 'sempat', 'apa', 'apa', 'sudah', 'kena', 'tangkap', 'httpstcosnegsqrh']",sadness
"['ngapain', 'kaburajadulu', 'orang', 'luar', 'negeri', 'ingin', 'tinggal', 'indonesia']",sadness
"['wowlebih', 'jtbulan', 'cicil', 'ingin', 'demo', 'tidak', 'gubris', 'kaburajadulu', 'bagaimana', 'nih', 'sudah', 'enak', 'indonesia', 'masih', 'ada', 'kontra', 'rbbulan', 'buat', 'rumah', 'pinggir', 'bisa', 'bersyukurajadulu']",sadness
"['bukan', 'paspor', 'banyak', 'orang', 'overstay', 'ingin', 'kaburajadulu', 'before', 'it', 'was', 'cool', 'tidak', 'ingin', 'do', 'work', 'bayar', 'agens', 'nyata', 'agesinya', 'abal', 'masuk', 'negara', 'orang', 'guna', 'visa', 'turis', 'buat', 'kerja', 'begitu', 'kira']",sadness
"['ingin', 'nyusul', 'kaburajadulu', 'baru', 'lulus', 'aka', 'anggur', 'birojomblo', 'httpstcopu', 'uz', 'dalm']",sadness
"['ingin', 'kaburajadulu', 'luar', 'negeri', 'kyknya', 'susah', 'cari', 'bawang', 'goreng', 'bimbang', 'sedikit']",sadness
"['tembus', 'interview', 'susah', 'dapet', 'offering', 'letter', 'lebih', 'susah', 'makin', 'sini', 'makin', 'yakin', 'buat', 'kaburajadulu']",sadness
"['tidak', 'semua', 'orang', 'ikut', 'kaburajadulu', 'kenal', 'sisi', 'gelap', 'kerja', 'luar', 'negri', 'cmvn']",sadness
"['elaah', 'urus', 'as', 'judges', 'ingin', 'kaburajadulu', 'lamar', 'kerja', 'apa', 'yee']",sadness
"['ingin', 'kaburajadulu', 'vietnam', 'dik']",sadness
"['sudah', 'ada', 'trip', 'tahun', 'kaburajadulu', 'bsd', 'sbg', 'minoritas', 'tidak', 'daya', 'ingin', 'lapor', 'takud']",sadness
"['pajak', 'naikin', 'rakyat', 'auto', 'kaburajadulu']",sadness
"['warga', 'ingin', 'kaburajadulu', 'nih', 'ada', 'bahan', 'buat', 'ngegoreng', 'perintah', 'tolol', 'tolol']",sadness
"['aku', 'minat', 'sangat', 'one', 'way', 'ticket', 'new', 'york', 'soal', 'ingin', 'kaburajadulu']",sadness
"['iya', 'tuhann', 'negara', 'kenapaa', 'rusak', 'begini', 'saham', 'bank', 'kelar', 'ingin', 'cabut', 'aja', 'la', 'kaburajadulu', 'httpstcok', 'mvsiqxcy']",sadness
"['identitas', 'bongkar', 'ingin', 'kaburajadulu', 'peluk']",sadness
"['mohon', 'ingin', 'beli', 'emas', 'batang', 'beli', 'antam', 'dia', 'aku', 'internasional', 'casee', 'iya', 'kamu', 'ingin', 'kaburajadulu', 'negara', 'hilang', 'kamu', 'bisa', 'jual', 'mana', 'memang', 'aku', 'internasional', 'mar', 'nasional', 'mohon', 'beli', 'antam', 'low', 'risk']",sadness
"['mengapa', 'min', 'aku', 'ingin', 'kaburajadulu']",sadness
"['pasu', 'kaburajadulu']",sadness
"['makin', 'ingin', 'kaburajadulu']",sadness
"['jadi', 'makin', 'ingin', 'kaburajadulu', 'lapor', 'polisi', 'cepat', 'pajak', 'guna', 'sejahtera', 'tidak', 'ketemu']",sadness
"['sial', 'kemarin', 'lamar', 'lamar', 'keluar', 'dia', 'tidak', 'ingin', 'kasih', 'visa', 'jadi', 'gagal', 'kaburajadulu', 'paksa', 'jadi', 'wni']",sadness
"['ingin', 'pakai', 'kaburajadulu']",sadness
"['kasih', 'tahu', 'manfaat', 'tidak', 'punya', 'kendaraanrumah', 'pribadi', 'tidak', 'susah', 'bayar', 'parkir', 'exonerating', 'tidak', 'takut', 'kendara', 'curi', 'tidak', 'perlu', 'waswas', 'mafia', 'tanah', 'mati', 'iya', 'mati', 'tidak', 'ada', 'drama', 'waris', 'ingin', 'kaburajadulu', 'tidak', 'ada', 'harta', 'nyangkut', 'indonesia']",sadness
"['bestienya', 'sudah', 'kaburajadulu', 'ketawa', 'ada', 'ingin', 'tuju']",sadness
"['mending', 'bimbel', 'lpk', 'sekali', 'investasi', 'case', 'ingin', 'kaburajadulu', 'lol']",sadness
"['tembus', 'interview', 'susah', 'dapet', 'offering', 'letter', 'lebih', 'susah', 'makin', 'sini', 'makin', 'yakin', 'buat', 'kaburajadulu']",sadness
"['iya', 'seperti', 'dia', 'suda', 'ingin', 'kaburajadulu', 'makanya', 'ingin', 'buat', 'kenang', 'sama', 'kita', 'smwa', 'aidonno']",sadness
"['kemarin', 'bacot', 'ngebully', 'kaburajadulu', 'mana', 'nih', 'ada', 'wni', 'jadi', 'warga', 'negara', 'jadi', 'bandar', 'diam']",sadness
"['ingin', 'lihat', 'asal', 'propaganda', 'coba', 'lihat', 'kira', 'siapa', 'paling', 'untung', 'ada', 'kondisi', 'cipta', 'masyarakat', 'siapa', 'paling', 'senang', 'negara', 'kita', 'pecah', 'belah', 'nasionalisme', 'mulai', 'turun', 'tagar', 'kaburajadulu', 'mengapaakuwni']",sadness
"['upaya', 'tekan', 'kaburajadulu', 'alih', 'isu', 'tolakruutni']",sadness
"['tokoh', 'indonesia', 'gelap', 'tokoh', 'kaburajadulu', 'kyk', 'anggap', 'bukan', 'collective', 'suara', 'rakyat', 'saljh', 'sahut', 'sahut', 'cuma', 'orang', 'ngapain', 'datang', 'dia', 'pikir', 'kolot', 'cuma', 'ingin', 'intimidasi']",sadness
"['ingin', 'kaburajadulu', 'dunia', 'meni', 'kuroo', 'tetsuroo', 'httpstcomsia', 'ufll']",sadness
"['wowlebih', 'jtbulan', 'cicil', 'ingin', 'demo', 'tidak', 'gubris', 'kaburajadulu', 'bagaimana', 'nih', 'sudah', 'enak', 'indonesia', 'masih', 'ada', 'kontra', 'rbbulan', 'buat', 'rumah', 'pinggir', 'bisa', 'bersyukurajadulu']",sadness
"['iya', 'pokok', 'kaburajadulu', 'negeri', 'asal', 'gerald', 'aman', 'tentram', 'sangat', 'ketemu', 'heartliming', 'skip', 'aku', 'yakin', 'fadlan', 'auto', 'kecewa', 'jadi', 'wni', 'begini', 'susah', 'kita', 'perlu', 'pasu', 'mataram', 'buat', 'guling', 'rezim', 'sampah', 'bilangin', 'iya']",sadness
"['asli', 'kampung', 'obrol', 'masalah', 'negara', 'demo', 'kaburajadulu', 'gelap', 'sudah']",sadness
"['kemarin', 'bacot', 'ngebully', 'kaburajadulu', 'mana', 'nih', 'ada', 'wni', 'jadi', 'warga', 'negara', 'jadi', 'bandar', 'diam']",sadness
"['umur', 'gin', 'otak', 'mikir', 'ingin', 'ambil', 'gtog', 'korea', 'tgmagang', 'jepang', 'whv', 'australia', 'amerika', 'kaburajadulu']",sadness
"['kaburajadulu', 'masih', 'ingin']",sadness
"['kaburajadulu', 'kaya', 'ingin', 'jepang', 'sudah', 'bisa', 'koleksi', 'sulipan', 'rare']",sadness
"['kayak', 'memang', 'kita', 'susah', 'buat', 'kaburajadulu']",sadness
"['mangga', 'satrasia', 'ingin', 'kaburajadulu']",sadness
"['ada', 'sini', 'sastra', 'jerman', 'aku', 'ingin', 'belajar', 'bahasa', 'jerman', 'daring', 'course', 'ada', 'mohon', 'biar', 'knoww', 'course', 'onlinecourse', 'jerman', 'kaburajadulu']",sadness
"['aku', 'tahu', 'indonesia', 'sudah', 'ingin', 'hancur', 'presiden', 'jangan', 'negara', 'hancursedih', 'sangat', 'sudah', 'bangga', 'sangat', 'jadi', 'orang', 'sini', 'jangan', 'aku', 'ngikutin', 'kaburajadulu', 'tolakruutni', 'tolakruukejaksaan', 'tolakkembalinyaorba']",sadness
"['kayak', 'memang', 'kita', 'susah', 'buat', 'kaburajadulu']",sadness
"['kamuu', 'sama', 'syameng', 'tidak', 'indonesia', 'ingin', 'kaburajadulu', 'sadly', 'engga', 'kita', 'masih', 'negara', 'gelap', 'sedih', 'indonesiagelap', 'monokotil', 'httpstcooyngupxqcd', 'httpstcotydutlkdks']",sadness
"['tidak', 'papa', 'aku', 'malah', 'ingin', 'kaburajadulu', 'bisa', 'rubah', 'nasib']",sadness
"['pikir', 'pikir', 'bagaimana', 'rakyat', 'indonesa', 'tidak', 'banyak', 'utang', 'iya', 'semua', 'mua', 'jejelin', 'paylater', 'dana', 'cicil', 'telah', 'negara', 'banyak', 'utang', 'jir', 'everyday', 'apa', 'waktu', 'kaburajadulu']",sadness
"['ingin', 'kaburajadulu', 'vietnam', 'dik']",sadness
"['ingin', 'nyusul', 'kaburajadulu', 'baru', 'lulus', 'aka', 'anggur', 'birojomblo', 'httpstcopu', 'uz', 'dalm']",sadness
"['jadi', 'mengapa', 'kamboja', 'nampung', 'sementara', 'ingin', 'kaburajadulu', 'bukan']",sadness
